id,course_id,teacher_id,class_id,department,classroom_id,school_year,semester,week,jieci,biweekly,starting_and_ending_weeks,num_of_class
(2020-2021-1)-0303240011-0001932-6,0303240011,0001932,2020010109,,0204207,2020-2021,1,星期五,"第3,4节",,12—15,30
(2020-2021-1)-0303240011-0000141-11,0303240011,0000141,2020010108,,0202212,2020-2021,1,星期五,"第3,4节",,12—15,30
(2020-2021-1)-0303240011-0000940-11,0303240011,0000940,2020010172,,0211521,2020-2021,1,星期五,"第3,4节",,3—4,34
(2020-2021-1)-0303240011-0000614-11,0303240011,0000614,2020010173,,0211509,2020-2021,1,星期五,"第3,4节",,3—4,34
(2020-2021-1)-0303240011-0000764-16,0303240011,0000764,2020010137,,0201230,2020-2021,1,星期五,"第3,4节",,3—4,36
(2020-2021-1)-0303240011-0001146-16,0303240011,0001146,2020010139,,0211522,2020-2021,1,星期五,"第3,4节",,3—4,35
(2020-2021-1)-0303240011-0000863-11,0303240011,0000863,2020010138,,0202210,2020-2021,1,星期五,"第3,4节",,3—4,35
(2020-2021-1)-0303240011-0001933-11,0303240011,0001933,2020010112,,0211528,2020-2021,1,星期五,"第3,4节",,3—4,39
(2020-2021-1)-0303240011-0000940-12,0303240011,0000940,2020010172,,0211521,2020-2021,1,星期五,"第3,4节",,6—7,34
(2020-2021-1)-0303240011-0000614-12,0303240011,0000614,2020010173,,0211509,2020-2021,1,星期五,"第3,4节",,6—7,34
(2020-2021-1)-0303240011-0000764-17,0303240011,0000764,2020010137,,0201230,2020-2021,1,星期五,"第3,4节",,6—7,36
(2020-2021-1)-0303240011-0001146-17,0303240011,0001146,2020010139,,0211522,2020-2021,1,星期五,"第3,4节",,6—7,35
(2020-2021-1)-0303240011-0000863-12,0303240011,0000863,2020010138,,0202210,2020-2021,1,星期五,"第3,4节",,6—7,35
(2020-2021-1)-0303240011-0001933-12,0303240011,0001933,2020010112,,0211528,2020-2021,1,星期五,"第3,4节",,6—7,39
(2020-2021-1)-0303240011-0001146-18,0303240011,0001146,2020010160,,0211526,2020-2021,1,星期五,"第3,4节",,8—11,24
(2020-2021-1)-0303240011-0000141-12,0303240011,0000141,2020010158,,0211512,2020-2021,1,星期五,"第3,4节",,8—11,26
(2020-2021-1)-0303240011-0000764-18,0303240011,0001254,2020010159,,0211525,2020-2021,1,星期五,"第3,4节",,8—11,25
(2020-2021-1)-0303240021-0001099-11,0303240021,0001099,2020010160,,0211526,2020-2021,1,星期五,"第3,4节",,12—15,24
(2020-2021-1)-0303240021-0000654-11,0303240021,0000654,2020010158,,0211512,2020-2021,1,星期五,"第3,4节",,12—15,26
(2020-2021-1)-0303240021-0000143-6,0303240021,0000143,2020010159,,0211525,2020-2021,1,星期五,"第3,4节",,12—15,25
(2020-2021-1)-0303240021-0000940-6,0303240021,0000940,2020010173,,0211509,2020-2021,1,星期五,"第3,4节",,8—11,34
(2020-2021-1)-0303240021-0001254-6,0303240021,0000764,2020010138,,0202210,2020-2021,1,星期五,"第3,4节",,8—11,35
(2020-2021-1)-0303240021-0001099-12,0303240021,0001099,2020010137,,0201230,2020-2021,1,星期五,"第3,4节",,8—11,36
(2020-2021-1)-0303240021-0000654-12,0303240021,0000654,2020010139,,0211522,2020-2021,1,星期五,"第3,4节",,8—11,35
(2020-2021-1)-0303240021-0001147-6,0303240021,0001147,2020010172,,0211521,2020-2021,1,星期五,"第3,4节",,8—11,34
(2020-2021-1)-0303240021-0001866-6,0303240021,0001866,2020010112,,0202209,2020-2021,1,星期五,"第3,4节",,8—11,39
(2020-2021-1)-0303240021-0002375-6,0303240021,0002375,2020010108,,0202212,2020-2021,1,星期五,"第3,4节",,8—11,30
(2020-2021-1)-0303240021-0000144-6,0303240021,0000144,2020010109,,0204207,2020-2021,1,星期五,"第3,4节",,8—11,30
(2020-2021-1)-0303240031-0000614-6,0303240031,0000614,2020010172,,0201407,2020-2021,1,星期五,"第3,4节",,12—15,34
(2020-2021-1)-0303240031-0000149-6,0303240031,0000149,2020010138,,0201203,2020-2021,1,星期五,"第3,4节",,12—15,35
(2020-2021-1)-0303240031-0001255-6,0303240031,0001255,2020010137,,0210507,2020-2021,1,星期五,"第3,4节",,12—15,36
(2020-2021-1)-0303240031-0001254-16,0303240031,0001254,2020010173,,0201409,2020-2021,1,星期五,"第3,4节",,12—15,34
(2020-2021-1)-0303240031-0000897-6,0303240031,0000897,2020010112,,0201303,2020-2021,1,星期五,"第3,4节",,12—15,39
(2020-2021-1)-0303240031-0000145-6,0303240031,0000145,2020010139,,0202209,2020-2021,1,星期五,"第3,4节",,12—15,35
(2020-2021-1)-0303240031-0001099-11,0303240031,0001099,2020010159,,0211525,2020-2021,1,星期五,"第3,4节",,3—4,25
(2020-2021-1)-0303240031-0001145-11,0303240031,0001145,2020010108,,0202212,2020-2021,1,星期五,"第3,4节",,3—4,30
(2020-2021-1)-0303240031-0001254-17,0303240031,0001254,2020010109,,0204207,2020-2021,1,星期五,"第3,4节",,3—4,30
(2020-2021-1)-0303240031-0001147-11,0303240031,0001147,2020010158,,0211512,2020-2021,1,星期五,"第3,4节",,3—4,26
(2020-2021-1)-0303240031-0002375-11,0303240031,0002375,2020010160,,0211526,2020-2021,1,星期五,"第3,4节",,3—4,24
(2020-2021-1)-0303240031-0001099-12,0303240031,0001099,2020010159,,0211525,2020-2021,1,星期五,"第3,4节",,6—7,25
(2020-2021-1)-0303240031-0001145-12,0303240031,0001145,2020010108,,0202212,2020-2021,1,星期五,"第3,4节",,6—7,30
(2020-2021-1)-0303240031-0001254-18,0303240031,0001254,2020010109,,0204207,2020-2021,1,星期五,"第3,4节",,6—7,30
(2020-2021-1)-0303240031-0001147-12,0303240031,0001147,2020010158,,0211512,2020-2021,1,星期五,"第3,4节",,6—7,26
(2020-2021-1)-0303240031-0002375-12,0303240031,0002375,2020010160,,0211526,2020-2021,1,星期五,"第3,4节",,6—7,24
(2020-2021-1)-0802145061-0000223-2,0802145061,0000223,2018010241,,0201509,2020-2021,1,星期五,"第3,4节",双,1—11,40
(2020-2021-1)-1702141011-0000253-5,1702141011,0000253,2020010197,,0203206,2020-2021,1,星期五,"第3,4节",,3—18,47
(2020-2021-1)-0806143003-0000229-3,0806143003,0000229,2020010105,,0203205,2020-2021,1,星期五,"第5,6节",,3—12,40
(2020-2021-1)-0603144062-0000226-2,0603144062,0000226,2018010124,,0201511,2020-2021,1,星期五,"第5,6节",,1—6,32
(2020-2021-1)-1512009003-0001275-5,1512009003,0001275,2018010102,,0209426,2020-2021,1,星期五,"第5,6节",,1—16,38
(2020-2021-1)-1512009003-0001275-6,1512009003,0001395,2018010102,,0209426,2020-2021,1,星期五,"第5,6节",,1—16,38
(2020-2021-1)-0606143081-0001127-2,0606143081,0001127,2018010115,,0209308,2020-2021,1,星期五,"第5,6节",,1—10,35
(2020-2021-1)-0502140071-0001085-4,0502140071,0001085,2019010194,,0202208,2020-2021,1,星期五,"第5,6节",,2—15,76
(2020-2021-1)-0706146071-0001350-5,0706146071,0001350,2019010202,,0209526A,2020-2021,1,星期五,"第5,6节",,1—16,48
(2020-2021-1)-0706146071-0001350-6,0706146071,0002298,2019010202,,0209526A,2020-2021,1,星期五,"第5,6节",,1—16,48
(2020-2021-1)-1901140021-0001901-1,1901140021,0001901,2019010125,,0202204,2020-2021,1,星期五,"第5,6节",,1—8,119
(2020-2021-1)-1901140021-0001901-2,1901140021,0001901,2019010172,,0202204,2020-2021,1,星期五,"第5,6节",,1—8,119
(2020-2021-1)-1901140021-0001901-3,1901140021,0001901,2019010201,,0202204,2020-2021,1,星期五,"第5,6节",,1—8,119
(2020-2021-1)-1901140021-0001171-1,1901140021,0001171,2019010112,,0208504,2020-2021,1,星期五,"第5,6节",,1—8,102
(2020-2021-1)-1901140021-0001171-2,1901140021,0001171,2019010118,,0208504,2020-2021,1,星期五,"第5,6节",,1—8,102
(2020-2021-1)-1901140021-0001171-3,1901140021,0001171,2019010128,,0208504,2020-2021,1,星期五,"第5,6节",,1—8,102
(2020-2021-1)-1901140021-0000947-1,1901140021,0000947,2019010207,,0201209,2020-2021,1,星期五,"第5,6节",,1—8,86
(2020-2021-1)-1901140021-0000947-2,1901140021,0000947,2019010208,,0201209,2020-2021,1,星期五,"第5,6节",,1—8,86
(2020-2021-1)-1901140021-0000829-1,1901140021,0000829,2019010113,,0202102,2020-2021,1,星期五,"第5,6节",,9—16,127
(2020-2021-1)-1901140021-0000829-2,1901140021,0000829,2019010114,,0202102,2020-2021,1,星期五,"第5,6节",,9—16,127
(2020-2021-1)-1901140021-0000829-3,1901140021,0000829,2019010115,,0202102,2020-2021,1,星期五,"第5,6节",,9—16,127
(2020-2021-1)-1517405017-0002122-2,1517405017,0002122,2017010136,,0208517,2020-2021,1,星期五,"第5,6节",,1—8,34
(2020-2021-1)-0705145011-0001210-3,0705145011,0002003,2020010174,,0202101,2020-2021,1,星期五,"第5,6节",,3—10,55
(2020-2021-1)-0705145011-0001210-4,0705145011,0001210,2020010174,,0202101,2020-2021,1,星期五,"第5,6节",,3—10,55
(2020-2021-1)-0701140011-0001859-2,0701140011,0001859,2020010107,,0203411,2020-2021,1,星期五,"第5,6节",,4—15,33
(2020-2021-1)-1702140022-0000802-4,1702140022,0000802,2019010102,,0201218,2020-2021,1,星期五,"第5,6节",,1—10,30
(2020-2021-1)-1700140911-0001053-3,1700140911,0001053,2020010212,,0203201,2020-2021,1,星期五,"第5,6节",单,3—18,46
(2020-2021-1)-1700140921-0001383-4,1700140921,0001383,2019010139,,0201319,2020-2021,1,星期五,"第5,6节",单,1—16,46
(2020-2021-1)-1700140921-0001383-5,1700140921,0001383,2019010141,,0201319,2020-2021,1,星期五,"第5,6节",双,1—16,44
(2020-2021-1)-1700140921-0002176-4,1700140921,0002176,2019010213,,0209522,2020-2021,1,星期五,"第5,6节",,1—16,45
(2020-2021-1)-0201140011-0000567-2,0201140011,0000567,2020010152,,0202515,2020-2021,1,星期五,"第5,6节",,3—16,40
(2020-2021-1)-0201140011-0000376-7,0201140011,0000376,2020010177,,0202512,2020-2021,1,星期五,"第5,6节",,3—16,50
(2020-2021-1)-0201140011-0001008-8,0201140011,0001008,2020010178,,0202511,2020-2021,1,星期五,"第5,6节",,3—16,50
(2020-2021-1)-0201140011-0000387-6,0201140011,0002177,2020010156,,0202504,2020-2021,1,星期五,"第5,6节",,3—16,39
(2020-2021-1)-0201140011-0000732-11,0201140011,0000732,2020010181,,0201518,2020-2021,1,星期五,"第5,6节",,3—16,57
(2020-2021-1)-0201140011-0000732-12,0201140011,0000732,2020010182,,0201518,2020-2021,1,星期五,"第5,6节",,3—16,57
(2020-2021-1)-0201140011-0002346-7,0201140011,0002346,2020010104,,0202505,2020-2021,1,星期五,"第5,6节",,3—16,40
(2020-2021-1)-0201140031-0000959-10,0201140031,0000959,2019010105,,0202501,2020-2021,1,星期五,"第5,6节",单,1—16,48
(2020-2021-1)-0201140031-0000728-17,0201140031,0000728,2019010107,,0202408,2020-2021,1,星期五,"第5,6节",双,1—16,45
(2020-2021-1)-0201140031-0000728-18,0201140031,0000728,2019010108,,0202408,2020-2021,1,星期五,"第5,6节",,1—16,45
(2020-2021-1)-0201140031-0001069-8,0201140031,0001069,2019010199,,0202501,2020-2021,1,星期五,"第5,6节",双,1—16,41
(2020-2021-1)-0201140031-0000380-10,0201140031,0000380,2019010206,,0202508,2020-2021,1,星期五,"第5,6节",双,1—16,43
(2020-2021-1)-0201140031-0000984-10,0201140031,0000984,2019010124,,0209528B,2020-2021,1,星期五,"第5,6节",,1—16,58
(2020-2021-1)-0201140031-0001289-2,0201140031,0001289,2019010150,,0209525A,2020-2021,1,星期五,"第5,6节",,1—16,38
(2020-2021-1)-0201140031-0000844-9,0201140031,0000844,2019010181,,0201214,2020-2021,1,星期五,"第5,6节",,1—16,59
(2020-2021-1)-0201140031-0000382-13,0201140031,0000382,2019010151,,0209526B,2020-2021,1,星期五,"第5,6节",,1—16,58
(2020-2021-1)-1003140161-0001207-4,1003140161,0001207,2018010148,,0202310,2020-2021,1,星期五,"第5,6节",,1—5,44
(2020-2021-1)-1506145712-0000018-7,1506145712,0002240,2019010155,,0201314,2020-2021,1,星期五,"第5,6节",单,1—16,40
(2020-2021-1)-1506145712-0000018-8,1506145712,0000018,2019010155,,0201314,2020-2021,1,星期五,"第5,6节",单,1—16,40
(2020-2021-1)-0806147242-0000866-1,0806147242,0000866,2018010104,,0202301,2020-2021,1,星期五,"第5,6节",,1—8,113
(2020-2021-1)-0806147242-0000866-2,0806147242,0000866,2018010105,,0202301,2020-2021,1,星期五,"第5,6节",,1—8,113
(2020-2021-1)-0806147242-0000866-3,0806147242,0000866,2018010106,,0202301,2020-2021,1,星期五,"第5,6节",,1—8,113
(2020-2021-1)-1515106001-0002310-3,1515106001,0002310,2017010111,,0201316,2020-2021,1,星期五,"第5,6节",,1—8,39
(2020-2021-1)-0903145031-0001265-3,0903145031,0002254,2018010113,,0201506,2020-2021,1,星期五,"第5,6节",,1—10,46
(2020-2021-1)-0903145031-0001265-4,0903145031,0001265,2018010113,,0201506,2020-2021,1,星期五,"第5,6节",,1—10,46
(2020-2021-1)-1203140091-0000918-3,1203140091,0000918,2019010210,,0208408,2020-2021,1,星期五,"第5,6节",,1—16,103
(2020-2021-1)-1203140091-0000918-4,1203140091,0000918,2019010211,,0208408,2020-2021,1,星期五,"第5,6节",,1—16,103
(2020-2021-1)-1702241161-0000404-4,1702241161,0000404,2020010199,,0203512,2020-2021,1,星期五,"第5,6节",,3—18,47
(2020-2021-1)-1203140011-0002362-5,1203140011,0002362,2020010187,,0202202,2020-2021,1,星期五,"第5,6节",,3—17,107
(2020-2021-1)-1203140011-0002362-6,1203140011,0002362,2020010188,,0202202,2020-2021,1,星期五,"第5,6节",,3—17,107
(2020-2021-1)-1203140011-0002127-5,1203140011,0002127,2020010113,,0201202,2020-2021,1,星期五,"第5,6节",,3—17,96
(2020-2021-1)-1203140011-0002127-6,1203140011,0002127,2020010124,,0201202,2020-2021,1,星期五,"第5,6节",,3—17,96
(2020-2021-1)-1203140031-0000179-5,1203140031,0000179,2020010132,,0201208,2020-2021,1,星期五,"第5,6节",,3—16,79
(2020-2021-1)-1203140031-0000179-6,1203140031,0000179,2020010133,,0201208,2020-2021,1,星期五,"第5,6节",,3—16,79
(2020-2021-1)-2101140111-0000488-1,2101140111,0000488,2019010226,,0210514,2020-2021,1,星期五,"第5,6节",,1—16,2
(2020-2021-1)-2101140111-0000488-2,2101140111,0000488,2019010227,,0210514,2020-2021,1,星期五,"第5,6节",,1—16,2
(2020-2021-1)-0202140691-0000855-4,0202140691,0000807,2018010231,,0209524B,2020-2021,1,星期五,"第5,6节",,1—16,35
(2020-2021-1)-0806140041-0000219-2,0806140041,0000219,2018010107,,0203105,2020-2021,1,星期五,"第5,6节",,1—11,41
(2020-2021-1)-0502140061-0000342-4,0502140061,0000342,2019010195,,0209312,2020-2021,1,星期五,"第5,6节",,1—10,63
(2020-2021-1)-0502141041-0001151-2,0502141041,0001151,2019010101,,0209524A,2020-2021,1,星期五,"第5,6节",,1—12,42
(2020-2021-1)-1303143192-0002342-2,1303143192,0002342,2018010215,,0201513,2020-2021,1,星期五,"第5,6节",,1—14,55
(2020-2021-1)-0603142071-0000908-2,0603142071,0000908,2018010135,,0209314,2020-2021,1,星期五,"第5,6节",,1—10,44
(2020-2021-1)-0603142071-0002144-2,0603142071,0002144,2018010136,,0208416,2020-2021,1,星期五,"第5,6节",,1—10,39
(2020-2021-1)-0903145011-0000753-2,0903145011,0000753,2019010110,,0201303,2020-2021,1,星期五,"第5,6节",,1—16,39
(2020-2021-1)-1503140141-0000120-4,1503140141,0000120,2018010117,,0209427,2020-2021,1,星期五,"第5,6节",单,1—16,43
(2020-2021-1)-1502149031-0000688-3,1502149031,0000688,2020010116,,0201312,2020-2021,1,星期五,"第5,6节",,3—18,42
(2020-2021-1)-1302142021-0002113-2,1302142021,0002113,2020010153,,0201413,2020-2021,1,星期五,"第5,6节",,3—14,46
(2020-2021-1)-1403140061-0000129-6,1403140061,0000129,2019010117,,0204505,2020-2021,1,星期五,"第5,6节",,1—14,42
(2020-2021-1)-0903143012-0000953-1,0903143012,0000953,2018010239,,0203102,2020-2021,1,星期五,"第5,6节",,1—16,30
(2020-2021-1)-0903143012-0000953-2,0903143012,0002284,2018010239,,0203102,2020-2021,1,星期五,"第5,6节",,1—16,30
(2020-2021-1)-2101119991-0001790-3,2101119991,0001790,2020010123,,0210512,2020-2021,1,星期五,"第5,6节",,1—3,4
(2020-2021-1)-0103140102-0000045-1,0103140102,0000045,2019010121,,0201306,2020-2021,1,星期五,"第5,6节",,1—16,45
(2020-2021-1)-1508504006-0001928-3,1508504006,0002015,2017010115,,0203211,2020-2021,1,星期五,"第5,6节",,1—8,30
(2020-2021-1)-1508504006-0001928-4,1508504006,0001928,2017010115,,0203211,2020-2021,1,星期五,"第5,6节",,1—8,30
(2020-2021-1)-0603145051-0002175-3,0603145051,0001927,2018010134,,0201411,2020-2021,1,星期五,"第5,6节",,1—16,31
(2020-2021-1)-0603145051-0002175-4,0603145051,0002175,2018010134,,0201411,2020-2021,1,星期五,"第5,6节",,1—16,31
(2020-2021-1)-1506145562-0001286-5,1506145562,0002250,2018010160,,0201407,2020-2021,1,星期五,"第5,6节",,1—16,23
(2020-2021-1)-1506145562-0001286-6,1506145562,0002412,2018010160,,0201407,2020-2021,1,星期五,"第5,6节",,1—16,23
(2020-2021-1)-1403145041-0000695-6,1403145041,0000695,2019010147,,0201311,2020-2021,1,星期五,"第5,6节",,1—16,49
(2020-2021-1)-1402141051-0000116-2,1402141051,0000116,2020010142,,0203304,2020-2021,1,星期五,"第5,6节",,3—18,54
(2020-2021-1)-0202140031-0000088-4,0202140031,0000088,2019010167,,0209527B,2020-2021,1,星期五,"第5,6节",,1—16,27
(2020-2021-1)-0202140551-0000853-3,0202140551,0000853,2019010215,,0209529A,2020-2021,1,星期五,"第5,6节",,1—16,39
(2020-2021-1)-0202140551-0000806-3,0202140551,0000806,2019010214,,0201318,2020-2021,1,星期五,"第5,6节",,1—16,41
(2020-2021-1)-1002141611-0001333-4,1002141611,0001333,2018010147,,0209520,2020-2021,1,星期五,"第5,6节",,1—11,43
(2020-2021-1)-1406141302-0002035-1,1406141302,0002035,2019010136,,0203408,2020-2021,1,星期五,"第5,6节",,13—18,56
(2020-2021-1)-1406141302-0002035-2,1406141302,0002035,2019010137,,0203408,2020-2021,1,星期五,"第5,6节",,13—18,56
(2020-2021-1)-0506142021-0001929-3,0506142021,0001929,2018010103,,0209315,2020-2021,1,星期五,"第5,6节",,1—16,36
(2020-2021-1)-0506142021-0001929-4,0506142021,0001342,2018010103,,0209315,2020-2021,1,星期五,"第5,6节",,1—16,36
(2020-2021-1)-1202140031-0002359-3,1202140031,0002359,2020010184,,0201219,2020-2021,1,星期五,"第5,6节",,3—16,101
(2020-2021-1)-1202140031-0002359-4,1202140031,0002359,2020010201,,0201219,2020-2021,1,星期五,"第5,6节",,3—16,101
(2020-2021-1)-0203140542-0002121-2,0203140542,0002121,2018010235,,0203104,2020-2021,1,星期五,"第5,6节",,1—16,24
(2020-2021-1)-0806142005-0001975-2,0806142005,0001975,2019010106,,0209423,2020-2021,1,星期五,"第5,6节",单,1—1,44
(2020-2021-1)-0806142005-0001975-3,0806142005,0001975,2019010106,,0209423,2020-2021,1,星期五,"第5,6节",单,3—17,44
(2020-2021-1)-0806142005-0001975-4,0806142005,0001975,2019010106,,0209423,2020-2021,1,星期五,"第5,6节",双,1—17,44
(2020-2021-1)-1502149021-0000017-8,1502149021,0000017,2020010155,,0203208,2020-2021,1,星期五,"第5,6节",单,3—18,40
(2020-2021-1)-1203140101-0000463-2,1203140101,0000463,2020010140,,0203209,2020-2021,1,星期五,"第5,6节",,3—18,52
(2020-2021-1)-1203140101-0000205-3,1203140101,0000205,2020010114,,0208516,2020-2021,1,星期五,"第5,6节",,3—18,82
(2020-2021-1)-1203140101-0000205-4,1203140101,0000205,2020010115,,0208516,2020-2021,1,星期五,"第5,6节",,3—18,82
(2020-2021-1)-1506143782-0000946-4,1506143782,0000946,2018010157,,0201416,2020-2021,1,星期五,"第5,6节",,1—8,49
(2020-2021-1)-0603142152-0001916-11,0603142152,0001924,2019010129,,0208503,2020-2021,1,星期五,"第5,6节",,1—8,49
(2020-2021-1)-0603142152-0001916-12,0603142152,0002174,2019010129,,0208503,2020-2021,1,星期五,"第5,6节",,1—8,49
(2020-2021-1)-0603142152-0001916-13,0603142152,0000256,2019010129,,0208503,2020-2021,1,星期五,"第5,6节",,1—8,49
(2020-2021-1)-0603142152-0001916-14,0603142152,0001916,2019010129,,0208503,2020-2021,1,星期五,"第5,6节",,1—8,49
(2020-2021-1)-0603142152-0001916-15,0603142152,0002217,2019010129,,0208503,2020-2021,1,星期五,"第5,6节",,1—8,49
(2020-2021-1)-1303144041-0000321-2,1303144041,0000321,2019010109,,0209528A,2020-2021,1,星期五,"第5,6节",单,1—14,58
(2020-2021-1)-1002140041-0000478-9,1002140041,0000478,2019010144,,0208507,2020-2021,1,星期五,"第5,6节",,1—7,44
(2020-2021-1)-1002140041-0000478-10,1002140041,0000478,2019010144,,0208507,2020-2021,1,星期五,"第5,6节",,10—16,44
(2020-2021-1)-0303244051-0002373-7,0303244051,0002373,2019010111,,0208518,2020-2021,1,星期五,"第5,6节",,1—4,31
(2020-2021-1)-1503145441-0000018-7,1503145441,0002243,2019010155,,0201419,2020-2021,1,星期五,"第5,6节",双,1—16,40
(2020-2021-1)-1503145441-0000018-8,1503145441,0000018,2019010155,,0201419,2020-2021,1,星期五,"第5,6节",双,1—16,40
(2020-2021-1)-1503145461-0000014-3,1503145461,0000014,2019010154,,0201222,2020-2021,1,星期五,"第5,6节",,1—12,41
(2020-2021-1)-1503145461-0000014-4,1503145461,0002246,2019010154,,0201222,2020-2021,1,星期五,"第5,6节",,1—12,41
(2020-2021-1)-0401140031-0002234-7,0401140031,0002234,2019010107,,0208502,2020-2021,1,星期五,"第5,6节",单,1—14,64
